0.0 8.0
0.08 8.0
0.16 8.0
0.24 8.0
0.32 8.0
0.4 8.0
0.48 8.0
0.56 8.0
0.64 8.0
0.72 8.0
0.8 8.0
0.88 8.0
0.96 8.0
1.04 8.0
1.12 8.0
1.2 8.0
1.28 8.0
1.36 8.0
1.44 8.0
1.52 8.0
1.6 8.0
1.68 8.0
1.76 8.0
1.84 8.0
1.92 8.0
2.0 8.0
2.08 8.0
2.16 8.0
2.24 8.0
2.32 8.0
2.4 8.0
2.48 8.0
2.56 8.0
2.64 8.0
2.72 8.0
2.8000000000000003 8.0
2.88 8.0
2.96 8.0
3.04 8.0
3.12 8.0
3.2 8.0
3.2800000000000002 8.0
3.36 8.0
3.44 8.0
3.52 8.0
3.6 8.0
3.68 8.0
3.7600000000000002 8.0
3.84 8.0
3.92 8.0
4.0 8.0
4.08 8.0
4.16 8.0
4.24 8.0
4.32 8.0
4.4 8.0
4.48 8.0
4.5600000000000005 8.0
4.64 8.0
4.72 8.0
4.8 8.0
4.88 8.0
4.96 8.0
5.04 8.0
5.12 8.0
5.2 8.0
5.28 8.0
5.36 8.0
5.44 8.0
5.5200000000000005 8.0
5.6000000000000005 8.0
5.68 8.0
5.76 8.0
5.84 8.0
5.92 8.0
6.0 8.0
6.08 8.0
6.16 8.0
6.24 8.0
6.32 8.0
6.4 8.0
6.48 8.0
6.5600000000000005 8.0
6.640000000000001 8.0
6.72 8.0
6.8 8.0
6.88 8.0
6.96 8.0
7.04 8.0
7.12 8.0
7.2 8.0
7.28 8.0
7.36 8.0
7.44 8.0
7.5200000000000005 8.0
7.6000000000000005 8.0
7.68 8.0
7.76 8.0
7.84 8.0
7.92 8.0
8.0 8.0
0.0 7.92
0.08 7.92
0.16 7.92
0.24 7.92
0.32 7.92
0.4 7.92
0.48 7.92
0.56 7.92
0.64 7.92
0.72 7.92
0.8 7.92
0.88 7.92
0.96 7.92
1.04 7.92
1.12 7.92
1.2 7.92
1.28 7.92
1.36 7.92
1.44 7.92
1.52 7.92
1.6 7.92
1.68 7.92
1.76 7.92
1.84 7.92
1.92 7.92
2.0 7.92
2.08 7.92
2.16 7.92
2.24 7.92
2.32 7.92
2.4 7.92
2.48 7.92
2.56 7.92
2.64 7.92
2.72 7.92
2.8000000000000003 7.92
2.88 7.92
2.96 7.92
3.04 7.92
3.12 7.92
3.2 7.92
3.2800000000000002 7.92
3.36 7.92
3.44 7.92
3.52 7.92
3.6 7.92
3.68 7.92
3.7600000000000002 7.92
3.84 7.92
3.92 7.92
4.0 7.92
4.08 7.92
4.16 7.92
4.24 7.92
4.32 7.92
4.4 7.92
4.48 7.92
4.5600000000000005 7.92
4.64 7.92
4.72 7.92
4.8 7.92
4.88 7.92
4.96 7.92
5.04 7.92
5.12 7.92
5.2 7.92
5.28 7.92
5.36 7.92
5.44 7.92
5.5200000000000005 7.92
5.6000000000000005 7.92
5.68 7.92
5.76 7.92
5.84 7.92
5.92 7.92
6.0 7.92
6.08 7.92
6.16 7.92
6.24 7.92
6.32 7.92
6.4 7.92
6.48 7.92
6.5600000000000005 7.92
6.640000000000001 7.92
6.72 7.92
6.8 7.92
6.88 7.92
6.96 7.92
7.04 7.92
7.12 7.92
7.2 7.92
7.28 7.92
7.36 7.92
7.44 7.92
7.5200000000000005 7.92
7.6000000000000005 7.92
7.68 7.92
7.76 7.92
7.84 7.92
7.92 7.92
8.0 7.92
0.0 7.84
0.08 7.84
0.16 7.84
0.24 7.84
0.32 7.84
0.4 7.84
0.48 7.84
0.56 7.84
0.64 7.84
0.72 7.84
0.8 7.84
0.88 7.84
0.96 7.84
1.04 7.84
1.12 7.84
1.2 7.84
1.28 7.84
1.36 7.84
1.44 7.84
1.52 7.84
1.6 7.84
1.68 7.84
1.76 7.84
1.84 7.84
1.92 7.84
2.0 7.84
2.08 7.84
2.16 7.84
2.24 7.84
2.32 7.84
2.4 7.84
2.48 7.84
2.56 7.84
2.64 7.84
2.72 7.84
2.8000000000000003 7.84
2.88 7.84
2.96 7.84
3.04 7.84
3.12 7.84
3.2 7.84
3.2800000000000002 7.84
3.36 7.84
3.44 7.84
3.52 7.84
3.6 7.84
3.68 7.84
3.7600000000000002 7.84
3.84 7.84
3.92 7.84
4.0 7.84
4.08 7.84
4.16 7.84
4.24 7.84
4.32 7.84
4.4 7.84
4.48 7.84
4.5600000000000005 7.84
4.64 7.84
4.72 7.84
4.8 7.84
4.88 7.84
4.96 7.84
5.04 7.84
5.12 7.84
5.2 7.84
5.28 7.84
5.36 7.84
5.44 7.84
5.5200000000000005 7.84
5.6000000000000005 7.84
5.68 7.84
5.76 7.84
5.84 7.84
5.92 7.84
6.0 7.84
6.08 7.84
6.16 7.84
6.24 7.84
6.32 7.84
6.4 7.84
6.48 7.84
6.5600000000000005 7.84
6.640000000000001 7.84
6.72 7.84
6.8 7.84
6.88 7.84
6.96 7.84
7.04 7.84
7.12 7.84
7.2 7.84
7.28 7.84
7.36 7.84
7.44 7.84
7.5200000000000005 7.84
7.6000000000000005 7.84
7.68 7.84
7.76 7.84
7.84 7.84
7.92 7.84
8.0 7.84
0.0 7.76
0.08 7.76
0.16 7.76
0.24 7.76
0.32 7.76
0.4 7.76
0.48 7.76
0.56 7.76
0.64 7.76
0.72 7.76
0.8 7.76
0.88 7.76
0.96 7.76
1.04 7.76
1.12 7.76
1.2 7.76
1.28 7.76
1.36 7.76
1.44 7.76
1.52 7.76
1.6 7.76
1.68 7.76
1.76 7.76
1.84 7.76
1.92 7.76
2.0 7.76
2.08 7.76
2.16 7.76
2.24 7.76
2.32 7.76
2.4 7.76
2.48 7.76
2.56 7.76
2.64 7.76
2.72 7.76
2.8000000000000003 7.76
2.88 7.76
2.96 7.76
3.04 7.76
3.12 7.76
3.2 7.76
